"details","Date","Team","Acquired","Relinquished","Notes","week_num","nfl_year","Field","ACL","MCL","ankle","foot","toe","concussion","lower","upper"
"ankle ","2019-08-02","Colts",""," Spencer Ware","placed on reserve/physically unable to perform list with ankle injury","Offseason",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-08-20","Bills",""," Garrett McGhin","placed on IR with ankle injury","Offseason",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2016-01-01","Rams",""," Eric Patterson","placed on IR with ankle injury","17",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-10-26","Panthers",""," John Miller (b. 1993-08-12)","placed on IR with ankle injury","8",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-08-15","Titans",""," B.J. Bello","placed on IR with ankle injury","Offseason",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-09-06","Lions",""," Alex Carter (Rhys)","placed on IR with ankle injury","Offseason",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-09-01","Colts",""," Andrew Vollert","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-10-23","Eagles",""," Hassan Ridgeway","placed on IR with ankle injury","8",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2018-09-12","Rams",""," Pharoh Cooper","placed on IR with ankle injury","2",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-02","Raiders",""," Dexter McDonald","placed on IR with ankle injury","Offseason",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-11-21","Chiefs",""," Taco Charlton","placed on IR with ankle injury","11",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-08-07","Seahawks",""," David Perkins","placed on IR with ankle injury","Offseason",2016,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-28","Colts",""," Joe Haeg","placed on IR with ankle injury","4",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2015-09-05","Colts",""," Junior Sylvestre","placed on IR with ankle injury","Offseason",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-12-28","Bengals",""," Jordan Evans","placed on IR with ankle injury","17",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-26","Rams",""," Aqib Talib","placed on IR with ankle injury","4",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-12-25","Steelers",""," Ulysees Gilbert III","placed on IR with ankle injury","16",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-01-02","Patriots",""," Damien Harris","placed on IR with ankle injury","17",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-10-24","Falcons",""," Brandon Fusco","placed on IR with ankle injury","8",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2017-09-05","Steelers",""," Jordan Dangerfield","placed on IR with ankle injury","Offseason",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2018-08-16","Bills",""," Zach Olstad","placed on IR with ankle injury","Offseason",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-11-22","Saints",""," Austin Carr","placed on IR with ankle injury","12",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-01","Colts",""," Chris McCain","placed on IR with ankle injury","Offseason",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-01","Jaguars",""," Kenneth Acker","placed on IR with ankle injury","Offseason",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-09-02","Washington",""," Shaun Wilson","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-08-13","Eagles",""," Shelton Gibson","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-12-11","Chiefs",""," Chris Lammons","placed on IR with ankle injury","14",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-08-20","Buccaneers",""," Shane Bowman","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-11-14","Seahawks",""," Bryan Mone","placed on IR with ankle injury","10",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-12-08","Texans",""," Brennan Scarlett","placed on IR with ankle injury","14",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-12-19","Saints",""," Michael Thomas (William)","placed on IR with ankle injury","15",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-08-24","Broncos",""," Adrian Killins Jr.","placed on IR with ankle injury","Offseason",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-11-27","Dolphins",""," Jakeem Grant","placed on IR with ankle injury","13",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-11-13","Lions",""," Greg Robinson (b. 1992-10-21)","placed on IR with ankle injury","10",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2015-08-19","Eagles",""," Jordan DeWalt-Ondijo","placed on IR with ankle injury","Offseason",2015,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-12-13","Seahawks",""," Troymaine Pope","placed on IR with ankle injury","15",2016,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-30","Eagles",""," Nathan Gerry / Nate Gerry","placed on IR with ankle injury","8",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-09-14","Panthers",""," Cole Luke","placed on IR with ankle injury","2",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-09-20","Saints",""," Mitchell Loewen","placed on IR with ankle injury","3",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-11-28","Bills",""," John Brown (b. 1990-04-03)","placed on IR with ankle injury","12",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-01-17","Patriots",""," Jonathan Jones","placed on IR with ankle injury","ConfChamp",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-16","Panthers",""," Yetur Gross-Matos","placed on IR with ankle injury","5",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-10-27","Cardinals",""," Zach Allen","placed on IR with ankle injury","8",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-10-24","Panthers",""," Demetrious Cox","placed on IR with ankle injury","8",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-09-02","Buccaneers",""," Josh Allen (Nathanial)","placed on IR with ankle injury","Offseason",2015,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-09-06","Buccaneers",""," John Hurst","placed on IR with ankle injury","Offseason",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-11-17","Rams",""," Kai Forbath","placed on IR with ankle injury (out for season)","11",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-09-16","Packers",""," Raven Greene","placed on IR with ankle injury","2",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-08-23","Browns",""," Matt McCants","placed on IR with ankle injury","Offseason",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-08-31","Ravens",""," Allen Reisner","placed on IR with ankle injury","Offseason",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-08-16","Bills",""," Marquavius Lewis","placed on IR with ankle injury","Offseason",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-11-13","Patriots",""," Jamie Collins","placed on IR with ankle injury","10",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-02","Patriots",""," Ryan Izzo","placed on IR with ankle injury","Offseason",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-29","Chargers",""," Virgil Green","placed on IR with ankle injury","8",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2017-12-27","Giants",""," B.J. Goodson","placed on IR with ankle injury","17",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-10-09","Chiefs",""," Xavier Williams","placed on IR with ankle injury","6",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-10-20","Packers",""," Eddie Lacy","placed on IR with ankle injury","7",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-08-13","Washington",""," Kevin Bowen","placed on IR with ankle injury","Offseason",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-09-03","Packers",""," Kyle Steuck","placed on IR with ankle injury","Offseason",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-12-13","Patriots",""," Marcus Cannon","placed on IR with ankle injury","15",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2017-09-03","Chargers",""," Kenneth Farrow","placed on IR with ankle injury","Offseason",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-01-07","Chargers",""," Jatavis Brown","placed on IR with ankle injury","Division",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-11-26","Jaguars",""," Andrew Norwell","placed on IR with ankle injury","12",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-10-08","Cardinals",""," Evan Mathis","placed on IR with ankle injury","5",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-08-24","Giants",""," Quincy Wilson (b. 1996-08-16)","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2016-08-16","Steelers",""," Roy Philon","placed on IR with ankle injury","Offseason",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-12-24","Saints",""," Tre'Quan Smith","placed on IR with ankle injury","16",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2016-12-13","Bills",""," James Ihedigbo","placed on IR with ankle injury","15",2016,"Turf",0,0,1,0,0,0,1,0
"ankle ","2016-01-12","Cardinals",""," Cory Redding","placed on IR with ankle injury","Division",2015,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-09-21","Cardinals",""," Maxx Williams","placed on IR with ankle injury","2",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-11-05","Jets",""," Trumaine Johnson (Monte)","placed on IR with ankle injury","10",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-10-04","Chargers",""," Kenneth Murray","placed on IR with ankle injury","4",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-09-18","Jets",""," Trevor Siemian","placed on IR with ankle injury","3",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-22","Eagles",""," Zach Ertz","placed on IR with ankle injury","7",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-10-13","Jets",""," Chris Hogan","placed on IR with ankle injury","5",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-09-01","Jaguars",""," Devante Mays","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-11-21","Washington",""," Terrelle Pryor","placed on IR with ankle injury (surgery)","12",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-12-16","Saints",""," Marcus Murphy (b. 1991-10-03)","placed on IR with ankle injury","15",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-28","Jets",""," Kyle Phillips","placed on IR with ankle injury","8",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2016-12-26","Jaguars",""," T.J. Yeldon","placed on IR with ankle injury","16",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2018-12-13","Browns",""," Orson Charles","placed on IR with ankle injury","15",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-11-18","Ravens",""," Asa Jackson","placed on IR with ankle injury","11",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-08-24","Giants",""," Rysen John","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-09-01","Giants",""," Ronald Zamort","placed on IR with ankle injury","Offseason",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-10-08","Titans",""," Tommy Hudson","placed on IR with ankle injury","5",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-11-14","Seahawks",""," C.J. Prosise","placed on IR with ankle injury","11",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2015-08-18","Cowboys",""," Ray Vinopal","placed on IR with ankle injury","Offseason",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2017-08-10","Bengals",""," Jake Kumerow","placed on IR with ankle injury","Offseason",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-09-27","Ravens",""," Daelin Hayes","placed on IR with ankle injury","3",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2017-09-02","49ers",""," Joe Williams (Sterling)","placed on IR with ankle injury","Offseason",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-08-28","Steelers",""," Brian Allen (b. 1993-10-10)","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-09-02","Cowboys",""," Sean McKeon","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-10-24","Saints",""," Josh LeRibeus","placed on IR with ankle injury","8",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-01","Packers",""," Kyle Murphy (Neil)","placed on IR with ankle injury","Offseason",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-11-13","Giants",""," Devonta Freeman","placed on IR with ankle injury","10",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-11-09","Jets",""," Trevon Wesco","placed on IR with ankle injury","9",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-11-27","Titans",""," Delanie Walker","placed on IR with ankle injury","13",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2018-12-05","Washington",""," Trey Quinn","placed on IR with ankle injury","14",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-09-03","Texans",""," Denzel Rice","placed on IR with ankle injury","Offseason",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-01-12","Bills",""," Zack Moss","placed on IR with ankle injury","Division",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-12-14","49ers",""," D.J. Jones (Oliver)","placed on IR with ankle injury","15",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-09-01","Giants",""," Henre' Toliver","placed on IR with ankle injury","Offseason",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-09-18","Bears",""," Larry Borom","placed on IR with ankle injury","2",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-10-22","Jaguars",""," Abry Jones","placed on IR with ankle injury","7",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-12-10","Dolphins",""," Kendarius Webster / Ken Webster","placed on IR with ankle injury","15",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2018-08-30","Texans",""," Ben Heeney","placed on IR with ankle injury","Offseason",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-12-05","Broncos",""," Kapri Bibbs","placed on IR with ankle injury","13",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-08-17","Dolphins",""," Farrington Huguenin","placed on IR with ankle injury","Offseason",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-11-25","Colts",""," Eric Ebron","placed on IR with ankle injury","12",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-09-01","Seahawks",""," Jamarco Jones","placed on IR with ankle injury","Offseason",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-01-02","Panthers",""," Chris Manhertz","placed on IR with ankle injury","WildCard",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-09-25","Cardinals",""," Joshua Miles / Josh Miles","placed on IR with ankle injury","3",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-09-02","Rams",""," Korey Toomer","placed on IR with ankle injury","Offseason",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-12-12","Lions",""," Da'Shawn Hand","placed on IR with ankle injury","15",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-12-19","Lions",""," Da'Shawn Hand","placed on IR with ankle injury","15",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-12-18","Titans",""," Tory Carter","placed on IR with ankle injury","15",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-09-01","Chiefs",""," Chad Henne","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-12-02","Lions",""," T.J. Hockenson","placed on IR with ankle injury","13",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-12-28","Broncos",""," Andre Holmes","placed on IR with ankle injury","17",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-11-28","Cardinals",""," Darrell Daniels","placed on IR with ankle injury","12",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2018-09-01","Patriots",""," Christian Sam","placed on IR with ankle injury","Offseason",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2022-01-06","Bears",""," Jakeem Grant","placed on IR with ankle injury","18",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-09-02","Jets",""," Jarrad Davis","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-09-02","Cowboys",""," Josh Ball","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-07","Bills",""," Levi Wallace","placed on IR with ankle injury","5",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-12-07","Cowboys",""," Steven Parker","placed on IR with ankle injury","13",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-08-07","Titans",""," Cody Hollister","placed on IR with ankle injury","Offseason",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-12-03","Giants",""," Trent Harris","placed on IR with ankle injury","13",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-12-19","Panthers",""," Garrett McGhin","placed on IR with ankle injury","16",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-12-14","Panthers",""," Greg Little","placed on IR with ankle injury","15",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2022-01-04","Jets",""," Bryce Huff","placed on IR with ankle injury","18",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-08-25","Buccaneers",""," Sergio Bailey","placed on IR with ankle injury","Offseason",2018,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-12-07","Bengals",""," Drew Sample","placed on IR with ankle injury","14",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-10-26","Eagles",""," DeSean Jackson","placed on IR with ankle injury","7",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-11-30","Titans",""," Monty Rice","placed on IR with ankle injury","13",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-12-19","Texans",""," Nick Martin (Jacob)","placed on IR with ankle injury","16",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-09-01","Jets",""," Chris Gragg","placed on IR with ankle injury","Offseason",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-12-07","Washington",""," Khaleke Hudson","placed on IR with ankle injury","14",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-11-16","Washington",""," T.J. Clemmings","placed on IR with ankle injury","11",2017,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-10-31","Patriots",""," Justin Herron","placed on IR with ankle injury","8",2020,"Turf",0,0,1,0,0,0,1,0
"ankle ","2015-12-15","Falcons",""," William Moore","placed on IR with ankle injury","15",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-09-25","49ers",""," Kevin Givens","placed on IR with ankle injury","3",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-08-03","Browns",""," Dylan Wynn","placed on IR with ankle injury","Offseason",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2017-11-11","Bengals",""," Jeremy Hill","placed on IR with ankle injury","10",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2017-12-05","Bills",""," Shaq Lawson","placed on IR with ankle injury","14",2017,"Turf",0,0,1,0,0,0,1,0
"ankle ","2018-10-16","Colts",""," Marcus Johnson (b. 1994-08-05)","placed on IR with ankle injury","7",2018,"Turf",0,0,1,0,0,0,1,0
"ankle ","2015-08-31","49ers",""," Daniel Kilgore","placed on physically unable to perform list with ankle injury / surgery on left leg (CBS S)","Offseason",2015,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-12-31","49ers",""," Marcus Martin (b. 1993-11-29)","placed on IR with ankle injury","17",2016,"Grass",0,0,1,0,0,0,1,0
"ankle ","2015-09-05","Seahawks",""," Robert Turbin","placed on IR with ankle injury","Offseason",2015,"Turf",0,0,1,0,0,0,1,0
"ankle ","2019-12-28","Jets",""," Alex Lewis","placed on IR with ankle injury","17",2019,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-08-16","Giants",""," Kyle Murphy (b. 1998-05-18)","placed on IR with ankle injury","Offseason",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-12-16","Patriots",""," Ronnie Perkins","placed on IR with ankle injury","15",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2020-09-15","Broncos",""," Von Miller","placed on IR with ankle injury","2",2020,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-09-02","Titans",""," Joshua Kalu","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-10-15","Giants",""," Justin Hilliard","placed on IR with ankle injury","6",2021,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-09-02","Titans",""," Daniel Munyer","placed on IR with ankle injury","Offseason",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2019-09-01","Jaguars",""," Alfred Blue","placed on IR with ankle injury","Offseason",2019,"Grass",0,0,1,0,0,0,1,0
"ankle ","2016-09-03","Colts",""," Hugh Thornton","placed on IR with ankle injury","Offseason",2016,"Turf",0,0,1,0,0,0,1,0
"ankle ","2021-11-10","Raiders",""," Darius Philon","placed on IR with ankle injury","10",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2021-12-04","49ers",""," Trey Sermon","placed on IR with ankle injury","13",2021,"Grass",0,0,1,0,0,0,1,0
"ankle ","2020-10-21","Patriots",""," Jermaine Eluemunor","placed on IR with ankle injury","7",2020,"Turf",0,0,1,0,0,0,1,0
