"details","Date","Team","Acquired","Relinquished","Notes","week_num","nfl_year","Field","ACL","MCL","ankle","foot","toe","concussion","lower","upper"
"back ","2016-09-27","Colts",""," Trent Cole","placed on IR with back injury","4",2016,"Turf",0,0,0,0,0,0,0,0
"back ","2016-08-30","Panthers",""," Rakim Cox","placed on IR with back injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,0
"back ","2016-09-03","Jets",""," Breno Giacomini","placed on physically unable to perform list with back injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
"back ","2021-09-17","Packers",""," Za'Darius Smith","placed on IR with back injury","2",2021,"Grass",0,0,0,0,0,0,0,0
"back ","2018-09-01","Colts",""," Jeremiah George","placed on IR with back injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,0
"back ","2019-09-21","Eagles",""," Jordan Mailata","placed on IR with back injury","3",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2018-11-29","Bengals",""," Jake Fisher","placed on IR with back injury","13",2018,"Turf",0,0,0,0,0,0,0,0
"back ","2019-08-31","49ers",""," Garrett Celek","placed on reserve/physically unable to perform list with back injury / concussion","Offseason",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2016-08-19","Panthers",""," Devon Johnson","placed on IR with back injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,0
"back ","2015-09-05","Texans",""," Chad Slade","placed on IR with back injury","Offseason",2015,"Grass",0,0,0,0,0,0,0,0
"back ","2020-11-14","Texans",""," Dylan Cole","placed on IR with back injury","10",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2021-11-29","Seahawks",""," Jamarco Jones","placed on IR with back injury","12",2021,"Turf",0,0,0,0,0,0,0,0
"back ","2019-08-31","Chiefs",""," Gehrig Dieter","placed on IR with back injury","Offseason",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2018-12-15","Washington",""," Nick Sundberg","placed on IR with back injury","15",2018,"Grass",0,0,0,0,0,0,0,0
"back ","2019-08-07","Packers",""," Jason Spriggs","placed on IR with back injury","Offseason",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2015-12-21","Ravens",""," Crockett Gillmore","placed on IR with back injury","15",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2021-12-15","Steelers",""," B.J. Finney","placed on IR with back injury","15",2021,"Grass",0,0,0,0,0,0,0,0
"back ","2021-10-14","Panthers",""," Joseph Charlton","placed on IR with back injury","6",2021,"Grass",0,0,0,0,0,0,0,0
"back ","2017-11-28","Dolphins",""," William Hayes (b)","placed on IR with back injury","13",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2019-09-01","Giants",""," Chad Wheeler","placed on IR with back injury","Offseason",2019,"Turf",0,0,0,0,0,0,0,0
"back ","2017-12-12","Broncos",""," Ronald Leary / Ron Leary","placed on IR with back injury","15",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2017-12-14","Giants",""," Justin Pugh","placed on IR with back injury","15",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2017-09-04","Jets",""," Lorenzo Mauldin","placed on IR with back injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2016-09-28","Cowboys",""," Charles Tapper","placed on IR with back injury","4",2016,"Turf",0,0,0,0,0,0,0,0
"back ","2017-09-01","Panthers",""," Scott Simonson","placed on IR with back injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2020-12-05","Texans",""," Cullen Gillaspia","placed on IR with back injury","12",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2018-09-01","Colts",""," Anthony Johnson (b. 1993-01-24)","placed on IR with back injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,0
"back ","2021-11-04","Jets",""," Bryce Huff","placed on IR with back injury","9",2021,"Turf",0,0,0,0,0,0,0,0
"back ","2015-09-02","Giants",""," Brandon Mosley","placed on IR with back injury","Offseason",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2021-08-31","Patriots",""," Jarrett Stidham","placed on reserve/physically unable to perform list with back injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"back ","2019-10-03","49ers",""," Jalen Hurd","placed on IR with back injury","5",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2018-12-14","Eagles",""," Jordan Mailata","placed on IR with back injury","15",2018,"Grass",0,0,0,0,0,0,0,0
"back ","2017-12-07","Chiefs",""," Dee Ford","placed on IR with back injury","14",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2017-09-01","Panthers",""," David Yankey","placed on IR with back injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2016-09-03","Vikings",""," Michael Griffin","placed on IR with back injury","Offseason",2016,"Turf",0,0,0,0,0,0,0,0
"back ","2017-12-29","Cowboys",""," Orlando Scandrick","placed on IR with back injury","17",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2015-12-17","Rams",""," Robert Quinn","placed on IR with back injury","15",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2015-12-09","Rams",""," Robert Quinn","placed on IR with back injury","14",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2020-10-03","49ers",""," Dee Ford","placed on IR with back injury","4",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2019-11-05","Steelers",""," Ulysees Gilbert III","placed on IR with back injury","10",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2020-11-04","Steelers",""," Ulysees Gilbert III","placed on IR with back injury","9",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2017-09-03","Dolphins",""," Brandon Watts","placed on IR with back injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2021-09-02","Eagles",""," Tyree Jackson","placed on IR with back injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,0
"back ","2017-12-29","Rams",""," Matt Longacre","placed on IR with back injury","17",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2015-10-03","Ravens",""," Michael Campanaro","placed on IR with back injury","4",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2021-08-27","Bills",""," Treyvon Hester","placed on IR with back injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"back ","2018-09-01","Lions",""," Zach Zenner","placed on IR with back injury","Offseason",2018,"Turf",0,0,0,0,0,0,0,0
"back ","2020-11-16","Jaguars",""," Chris Thompson (b. 1990-10-20)","placed on IR with back injury","10",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2017-12-20","Rams",""," Brandon Allen","placed on IR with back injury","16",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2016-08-30","Buccaneers",""," J.R. Sweezy","placed on physically unable to perform list with back injury","Offseason",2016,"Grass",0,0,0,0,0,0,0,0
"back ","2017-06-02","Packers",""," Jacob Schum / Jake Schum","placed on IR with back injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2017-12-02","Chargers",""," Nick Novak","placed on IR with back injury","13",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2019-12-07","Giants",""," Jabrill Peppers","placed on IR with back injury","14",2019,"Turf",0,0,0,0,0,0,0,0
"back ","2019-11-18","Jaguars",""," Josh Oliver","placed on IR with back injury","11",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2017-08-05","Jets",""," Brandin Bryant","placed on IR with back injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2021-08-20","Cowboys",""," Hunter Niswander","placed on IR with back injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"back ","2020-12-19","Cardinals",""," Zane Gonzalez","placed on IR with back injury","15",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2019-12-31","Texans",""," Tashaun Gipson","placed on IR with back injury","WildCard",2019,"Grass",0,0,0,0,0,0,0,0
"back ","2015-11-09","Saints",""," Luke McCown","placed on IR with back injury","9",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2021-11-06","49ers",""," Dee Ford","placed on IR with back injury","9",2021,"Grass",0,0,0,0,0,0,0,0
"back ","2016-09-28","Texans",""," J.J. Watt","placed on IR with back injury","4",2016,"Grass",0,0,0,0,0,0,0,0
"back ","2017-09-20","Titans",""," Aaron Wallace (b)","placed on IR with back injury","3",2017,"Grass",0,0,0,0,0,0,0,0
"back ","2018-11-30","Raiders",""," Leon Hall (b)","placed on IR with back injury","13",2018,"Grass",0,0,0,0,0,0,0,0
"back ","2017-12-22","Bengals",""," Nick Vigil","placed on IR with back injury","16",2017,"Turf",0,0,0,0,0,0,0,0
"back ","2016-12-12","Bears",""," Mike Adams (b. 1990-03-10)","placed on IR with back injury","14",2016,"Grass",0,0,0,0,0,0,0,0
"back ","2020-11-21","Chiefs",""," Mitchell Schwartz","placed on IR with back injury","11",2020,"Grass",0,0,0,0,0,0,0,0
"back ","2015-09-10","Vikings",""," John Sullivan (c)","placed on IR with back injury","1",2015,"Turf",0,0,0,0,0,0,0,0
"back ","2017-09-15","Broncos",""," Jared Crick","placed on IR with back injury (surgery)","2",2017,"Grass",0,0,0,0,0,0,0,0
"back / abdominal ","2018-10-23","Ravens",""," Willie Henry","placed on IR with back / abdominal injury","8",2018,"Turf",0,0,0,0,0,0,0,0
"back, hip ","2019-12-17","Lions",""," Matthew Stafford","placed on IR with back, hip injury","16",2019,"Turf",0,0,0,0,0,0,0,0
"back, hip injuries","2021-10-02","Ravens",""," Derek Wolfe","placed on IR with back, hip injuries","4",2021,"Turf",0,0,0,0,0,0,0,0
"back, knee ","2019-12-14","Lions",""," Joe Dahl","placed on IR with back, knee injury","15",2019,"Turf",0,0,0,0,0,0,1,0
"back, shoulder injuries","2022-01-05","Broncos",""," Kareem Jackson","placed on IR with back, shoulder injuries","18",2021,"Grass",0,0,0,0,0,0,0,1
"back/spine ","2021-08-17","Jets",""," Cameron Clark / Cameron Clarke","placed on IR with back/spine injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"biceps ","2018-08-15","Raiders",""," Ahtyba Rubin","placed on IR with biceps injury","Offseason",2018,"Grass",0,0,0,0,0,0,0,1
"biceps ","2020-10-16","Dolphins",""," Davon Godchaux","placed on IR with biceps injury","5",2020,"Grass",0,0,0,0,0,0,0,1
"biceps ","2021-08-23","Broncos",""," Brett Jones","placed on IR with biceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,1
"biceps ","2020-10-10","49ers",""," Ezekiel Ansah / Ziggy Ansah","placed on IR with biceps injury","5",2020,"Grass",0,0,0,0,0,0,0,1
"biceps ","2021-09-01","Browns",""," Jacob Phillips","placed on IR with biceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,1
"biceps ","2019-12-28","Cardinals",""," Darrell Daniels","placed on IR with biceps injury","17",2019,"Grass",0,0,0,0,0,0,0,1
"biceps ","2015-09-08","Ravens",""," Brent Urban","placed on IR with biceps injury","Offseason",2015,"Turf",0,0,0,0,0,0,0,1
"biceps ","2017-10-24","Chargers",""," Matt Slauson","placed on IR with biceps injury","8",2017,"Turf",0,0,0,0,0,0,0,1
"biceps ","2017-10-11","Lions",""," Haloti Ngata","placed on IR with biceps injury","6",2017,"Turf",0,0,0,0,0,0,0,1
"biceps ","2020-10-26","Eagles",""," Hassan Ridgeway","placed on IR with biceps injury","7",2020,"Grass",0,0,0,0,0,0,0,1
"biceps ","2017-09-04","Dolphins",""," Ted Larsen","placed on IR with biceps injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,1
"biceps ","2019-09-21","Packers",""," Lane Taylor","placed on IR with biceps injury","3",2019,"Grass",0,0,0,0,0,0,0,1
"biceps ","2016-11-22","Chargers",""," Brandon Mebane","placed on IR with biceps injury","12",2016,"Turf",0,0,0,0,0,0,0,1
"biceps ","2017-12-04","Titans",""," DaQuan Jones","placed on IR with biceps injury","13",2017,"Grass",0,0,0,0,0,0,0,1
"biceps ","2020-10-15","Cardinals",""," Chandler Jones (James)","placed on IR with biceps injury","5",2020,"Grass",0,0,0,0,0,0,0,1
"biceps ","2016-11-23","49ers",""," Eric Reid","placed on IR with biceps injury","12",2016,"Grass",0,0,0,0,0,0,0,1
"biceps ","2020-09-28","Broncos",""," Jurrell Casey","placed on IR with biceps injury","3",2020,"Grass",0,0,0,0,0,0,0,1
"biceps ","2015-08-31","Ravens",""," Matt Elam","placed on IR with biceps injury","Offseason",2015,"Turf",0,0,0,0,0,0,0,1
"biceps ","2017-10-03","Falcons",""," Jack Crawford","placed on IR with biceps injury","5",2017,"Turf",0,0,0,0,0,0,0,1
"biceps ","2021-08-18","Eagles",""," Casey Tucker","placed on IR with biceps injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,1
"biceps ","2021-01-01","Eagles",""," Duke Riley","placed on IR with biceps injury","17",2020,"Grass",0,0,0,0,0,0,0,1
"biceps ","2017-09-28","Saints",""," John Kuhn","placed on IR with biceps injury","4",2017,"Turf",0,0,0,0,0,0,0,1
"biceps ","2017-08-27","Lions",""," Jordan Hill","placed on IR with biceps injury","Offseason",2017,"Turf",0,0,0,0,0,0,0,1
"biceps / thigh ","2016-10-11","Ravens",""," Sheldon Price","placed on IR with biceps / thigh injury","6",2016,"Turf",0,0,0,0,0,0,1,1
"blood clot in lungs","2019-08-31","Patriots",""," David Andrews","placed on IR with blood clot in lungs","Offseason",2019,"Turf",0,0,0,0,0,0,0,0
"bulging disc in back","2017-11-14","Saints",""," Daniel Lasco","placed on IR with bulging disc in back","11",2017,"Turf",0,0,0,0,0,0,0,0
"bulging disc in back","2020-11-28","Eagles",""," Iosua Opeta / Sua Opeta","placed on IR with bulging disc in back","12",2020,"Grass",0,0,0,0,0,0,0,0
"bulging disc in spine","2018-07-19","Saints",""," Daniel Lasco","placed on reserve/physically unable to perform list with bulging disc in spine","Offseason",2018,"Turf",0,0,0,0,0,0,0,0
"calf ","2019-08-31","Giants",""," Brittan Golden","placed on IR with calf injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"calf ","2021-09-25","Raiders",""," Richie Incognito","placed on IR with calf injury","3",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-11-04","Colts",""," Khari Willis","placed on IR with calf injury","9",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2019-09-25","Steelers",""," Xavier Grimble","placed on IR with calf injury","4",2019,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-10-09","49ers",""," George Kittle","placed on IR with calf injury","5",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2017-09-30","Panthers",""," Jeremy Cash","placed on IR with calf injury","4",2017,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-11-21","Jaguars",""," Marcedes Lewis","placed on IR with calf injury","11",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2018-09-02","Browns",""," Dan Vitale / Danny Vitale","placed on IR with calf injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-12-30","Patriots",""," Joshuah Bledsoe","placed on IR with calf injury","17",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2021-01-12","Browns",""," Michael Dunn","placed on IR with calf injury","Division",2020,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-07-26","49ers",""," Erik Magnuson","placed on IR with calf injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"calf ","2022-01-07","Broncos",""," Patrick Surtain II / Pat Surtain II","placed on IR with calf injury","18",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2017-09-03","Packers",""," Joe Kerridge","placed on IR with calf injury","Offseason",2017,"Grass",0,0,0,0,0,0,1,0
"calf ","2020-09-16","49ers",""," Richard Sherman","placed on IR with calf injury","2",2020,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-01-02","Eagles",""," Bennie Logan","placed on IR with calf injury (out for season)","17",2015,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-11-11","Cowboys",""," Randy Gregory","placed on IR with calf injury","10",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2017-10-31","Dolphins",""," Nate Allen (b)","placed on IR with calf injury","9",2017,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-11-08","Panthers",""," Cameron Erving / Cam Erving","placed on IR with calf injury","9",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-12-16","Broncos",""," Casey Kreiter","placed on IR with calf injury","15",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-12-18","Colts",""," Antwaun Woods","placed on IR with calf injury","15",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2020-12-07","Cowboys",""," Zack Martin","placed on IR with calf injury","13",2020,"Turf",0,0,0,0,0,0,1,0
"calf ","2015-09-06","Titans",""," David Cobb","placed on IR with calf injury","Offseason",2015,"Grass",0,0,0,0,0,0,1,0
"calf ","2017-12-19","Texans",""," MyCole Pruitt","placed on IR with calf injury","16",2017,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-11-16","Bears",""," Trey Burton","placed on IR with calf injury","11",2019,"Grass",0,0,0,0,0,0,1,0
"calf ","2015-12-29","Falcons",""," Paul Soliai","placed on IR with calf injury","17",2015,"Turf",0,0,0,0,0,0,1,0
"calf ","2019-08-31","Cowboys",""," Cody Wichmann","placed on IR with calf injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"calf ","2016-09-03","Jaguars",""," (Benjamin) Michael Bennett","placed on IR with calf injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2018-12-11","Buccaneers",""," Kevin Minter","placed on IR with calf injury","15",2018,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-10-04","Chargers",""," Justin Jones (Maurice)","placed on IR with calf injury","4",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2016-08-29","Seahawks",""," Sealver Siliga","placed on IR with calf injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"calf ","2016-08-28","Eagles",""," Alex McCalister","placed on IR with calf injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-08-04","Giants",""," Alex Jenkins","placed on IR with calf injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"calf ","2021-08-23","Bills",""," Forrest Lamp","placed on IR with calf injury","Offseason",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2020-09-18","Buccaneers",""," Antony Auclair","placed on IR with calf injury","2",2020,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-11-17","Buccaneers",""," Richard Sherman","placed on IR with calf injury","11",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2020-09-24","Rams",""," Joseph Noteboom / Joe Noteboom","placed on IR with calf injury","3",2020,"Turf",0,0,0,0,0,0,1,0
"calf ","2016-08-23","Buccaneers",""," Kelby Johnson","placed on IR with calf injury","Offseason",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-09-03","Ravens",""," Michael Campanaro","placed on IR with calf injury","Offseason",2016,"Turf",0,0,0,0,0,0,1,0
"calf ","2019-01-09","Colts",""," Mike Mitchell (Bryant Edward)","placed on IR with calf injury","Division",2018,"Turf",0,0,0,0,0,0,1,0
"calf ","2018-09-02","Dolphins",""," Jake Brendel","placed on IR with calf injury","Offseason",2018,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-11-18","Rams",""," Nelson Spruce","placed on IR with calf injury","11",2016,"Turf",0,0,0,0,0,0,1,0
"calf ","2020-10-20","49ers",""," Ben Garland","placed on IR with calf injury","7",2020,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-12-13","Washington",""," Ryan Kerrigan","placed on IR with calf injury","15",2019,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-11-01","Browns",""," Daniel Ekuale","placed on IR with calf injury","9",2019,"Grass",0,0,0,0,0,0,1,0
"calf ","2015-12-30","Colts",""," Dwayne Allen","placed on IR with calf injury","17",2015,"Turf",0,0,0,0,0,0,1,0
"calf ","2017-11-07","Seahawks",""," Tre Madden","placed on IR with calf injury","10",2017,"Turf",0,0,0,0,0,0,1,0
"calf ","2015-12-02","Dolphins",""," Calvin Mosley / C.J. Mosley","placed on IR with calf injury","13",2015,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-08-05","Jets",""," Tyler Jones (b. 1995-10-27)","placed on IR with calf injury","Offseason",2019,"Turf",0,0,0,0,0,0,1,0
"calf ","2021-10-19","Browns",""," Kareem Hunt","placed on IR with calf injury","7",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-10-02","Seahawks",""," Rashaad Penny","placed on IR with calf injury","4",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2020-09-23","Broncos",""," DeMarcus Walker","placed on IR with calf injury","3",2020,"Grass",0,0,0,0,0,0,1,0
"calf ","2021-11-06","Cardinals",""," Rashard Lawrence","placed on IR with calf injury","9",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2020-10-03","Colts",""," Michael Pittman Jr.","placed on IR with calf injury","4",2020,"Turf",0,0,0,0,0,0,1,0
"calf ","2020-09-26","Chargers",""," Asmar Bilal","placed on IR with calf injury","3",2020,"Turf",0,0,0,0,0,0,1,0
"calf ","2021-11-06","Bills",""," Jon Feliciano","placed on IR with calf injury","9",2021,"Turf",0,0,0,0,0,0,1,0
"calf ","2019-08-17","49ers",""," Greg Mabin","placed on IR with calf injury","Offseason",2019,"Grass",0,0,0,0,0,0,1,0
"calf ","2019-12-28","Jets",""," Tom Compton","placed on IR with calf injury","17",2019,"Turf",0,0,0,0,0,0,1,0
"calf ","2018-12-12","Dolphins",""," Jake Brendel","placed on IR with calf injury","15",2018,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-09-27","Washington",""," Kory Lichtensteiger","placed on IR with calf injury","4",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2020-09-07","Colts",""," Trey Burton","placed on IR with calf injury","Offseason",2020,"Turf",0,0,0,0,0,0,1,0
"calf ","2017-12-05","Panthers",""," Jared Norris","placed on IR with calf injury","14",2017,"Grass",0,0,0,0,0,0,1,0
"calf ","2020-12-01","Giants",""," Kyler Fackrell","placed on IR with calf injury","13",2020,"Turf",0,0,0,0,0,0,1,0
"calf ","2022-01-05","Panthers",""," Cameron Erving / Cam Erving","placed on IR with calf injury","18",2021,"Grass",0,0,0,0,0,0,1,0
"calf ","2016-09-13","Dolphins",""," Earl Mitchell","placed on IR with calf injury","2",2016,"Grass",0,0,0,0,0,0,1,0
"calf ","2018-08-29","Cowboys",""," Korren Kirven","placed on IR with calf injury","Offseason",2018,"Turf",0,0,0,0,0,0,1,0
"calf ","2015-09-30","Texans",""," Mike Mohamed","placed on IR with calf injury","4",2015,"Grass",0,0,0,0,0,0,1,0
"calf ","2015-12-07","Jaguars",""," Bernard Pierce","placed on IR with calf injury","13",2015,"Grass",0,0,0,0,0,0,1,0
"calf ","2020-10-17","Cardinals",""," Rashard Lawrence","placed on IR with calf injury","5",2020,"Grass",0,0,0,0,0,0,1,0
"calf ","2015-09-05","Giants",""," Nat Berhe","placed on IR with calf injury","Offseason",2015,"Turf",0,0,0,0,0,0,1,0
"calf, knee ","2019-11-05","Bills",""," Maurice Alexander / Mo Alexander","placed on IR with calf, knee injury","10",2019,"Turf",0,0,0,0,0,0,1,0
"calf/foot ","2017-11-08","Broncos",""," Menelik Watson","placed on IR with calf/foot injury","10",2017,"Grass",0,0,0,1,0,0,1,0
"chest ","2020-09-18","Steelers",""," Stefen Wisniewski","placed on IR with chest injury","2",2020,"Grass",0,0,0,0,0,0,0,1
"chest ","2021-12-11","Rams",""," Robert Rochell","placed on IR with chest injury","14",2021,"Turf",0,0,0,0,0,0,0,1
"chest ","2015-11-26","Cardinals",""," LaMarr Woodley","placed on IR with chest injury","12",2015,"Grass",0,0,0,0,0,0,0,1
"chest ","2021-11-09","Jets",""," Tyler Kroft","placed on IR with chest injury / lung laceration","10",2021,"Turf",0,0,0,0,0,0,0,1
"chest ","2019-09-21","Browns",""," Christian Kirksey","placed on IR with chest injury","3",2019,"Grass",0,0,0,0,0,0,0,1
"chest ","2021-11-27","Titans",""," A.J. Brown","placed on IR with chest injury","12",2021,"Grass",0,0,0,0,0,0,0,1
"chest ","2021-08-18","Packers",""," Isaac Nauta","placed on IR with chest injury","Offseason",2021,"Grass",0,0,0,0,0,0,0,1
"chest ","2019-09-01","Cardinals",""," Rees Odhiambo","placed on IR with chest injury","Offseason",2019,"Grass",0,0,0,0,0,0,0,1
"chest ","2019-11-20","Dolphins",""," Reshad Jones","placed on IR with chest injury","12",2019,"Grass",0,0,0,0,0,0,0,1
"chest ","2020-11-14","Cardinals",""," Josh Jones (b. 1997-06-22)","placed on IR with chest injury","10",2020,"Grass",0,0,0,0,0,0,0,1
"chest / pectoral ","2021-12-18","Falcons",""," Erik Harris","placed on IR with chest / pectoral injury","15",2021,"Turf",0,0,0,0,0,0,0,1
"chest / shoulder ","2021-11-24","Cowboys",""," Donovan Wilson","placed on IR with chest / shoulder injury","12",2021,"Turf",0,0,0,0,0,0,0,1
"chest, lung ","2020-12-30","Jets",""," Frank Gore","placed on IR with chest, lung injury","17",2020,"Turf",0,0,0,0,0,0,0,1
"chest/lung ","2020-11-06","Vikings",""," Mark Fields II","placed on IR with chest/lung injury","9",2020,"Turf",0,0,0,0,0,0,0,1
"chipped cartilage in knee","2021-09-14","49ers",""," Raheem Mostert","placed on IR with chipped cartilage in knee","2",2021,"Grass",0,0,0,0,0,0,1,0
"chipped fibula in right leg","2018-12-19","Broncos",""," Chris Harris Jr.","placed on IR with chipped fibula in right leg","16",2018,"Grass",0,0,0,0,0,0,1,0
"clavicle ","2019-10-02","Bengals",""," John Ross III","placed on IR with clavicle injury","5",2019,"Turf",0,0,0,0,0,0,0,0
"clavicle ","2018-12-11","Rams",""," Malcolm Brown","placed on IR with clavicle injury","15",2018,"Turf",0,0,0,0,0,0,0,0
"collarbone ","2017-09-03","Texans",""," Wendall Williams (b)","placed on IR with collarbone injury","Offseason",2017,"Grass",0,0,0,0,0,0,0,0
"concussion","2015-09-09","Patriots",""," Bryan Stork","placed on IR with concussion","Offseason",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-09-02","Seahawks",""," Ricky Ali'ifua","placed on IR with concussion","Offseason",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-12-23","Jaguars",""," Larry Pinkard","placed on IR with concussion","16",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-10-30","Jets",""," Albert McClellan","placed on IR with concussion","9",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-01-09","Saints",""," Nick Easton","placed on IR with concussion","WildCard",2020,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-09-02","Broncos",""," Andreas Knappe","placed on IR with concussion","Offseason",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-10-31","Falcons",""," Jordan Tripp / Jordie Tripp","placed on IR with concussion","9",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2020-12-22","Panthers",""," Dennis Daley","placed on IR with concussion","16",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-09-02","Colts",""," Robert Jackson Jr.","placed on IR with concussion","Offseason",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-12-12","Jets",""," Antonio Allen","placed on IR with concussion","14",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-09-01","Browns",""," Lenny Jones","placed on IR with concussion","Offseason",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-03","Bills",""," Jeremy Butler","placed on IR with concussion","Offseason",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-12-18","Colts",""," Ryan Kelly","placed on IR with concussion","15",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-09-01","Panthers",""," Dan France","placed on IR with concussion","Offseason",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-09-02","Buccaneers",""," Amari Coleman","placed on IR with concussion","Offseason",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-12-12","49ers",""," Tom Compton","placed on IR with concussion","14",2020,"Grass",0,0,0,0,0,1,0,0
